event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_00118,'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill,2026-04-16,1,1,['news18'],'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill,"'Democracy Over If This Is Passed': Priyanka Gandhi On 'Injustice' To OBCs In Women's Quota Bill
Pointedly responding to PM Narendra Modi's address on the women's quota bill earlier, Congress MP Priyanka Gandhi said in reality this legislation has nothing to do with women
Senior Congress leader Priy...",1.0,False
EVT_00119,Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears,2026-04-16,1,1,['india_today'],Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears,"Textile hub Bhiwandi under strain as Iran war impact triggers industry collapse fears
Bhiwandi's powerloom industry is under severe strain as the West Asia conflict drives up yarn costs, triggers labour migration, and forces shutdowns, with stakeholders warning of massive losses and calling for urge...",1.0,False
EVT_00120,'Jee Lo Apni Zindagi': Kangana Ranaut's DDLJ Reference In Women's Bill Debate,2026-04-16,1,1,['ndtv'],'Jee Lo Apni Zindagi': Kangana Ranaut's DDLJ Reference In Women's Bill Debate,"BJP MP Kangana Ranaut on Thursday used a Bollywood reference to criticise the Congress party for questioning the government's decision to introduce a bill amending the women's reservation law, and asked why the opposition had allowed the issue to remain unresolved for three decades while it was in p...",1.0,False
EVT_00121,Chhattisgarh power plant blast toll hits 20 as 7 more workers die,2026-04-16,1,1,['hindustan_times'],Chhattisgarh power plant blast toll hits 20 as 7 more workers die,"Chhattisgarh power plant blast toll hits 20 as 7 more workers die
Officials said four workers died on the spot, while nine others succumbed to injuries soon after the incident. Seven more workers later died in hospitals.
The death toll in the blast at a Vedanta power plant in Chhattisgarh’s Sakti di...",1.0,False
EVT_00123,"A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.",2026-04-16,1,1,['the_hindu'],"A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.","A road accident occurred near the Undavalli Caves in Tadepalli mandal in Amaravati capital city area of Guntur district on Thursday, leaving several passengers injured.
According to preliminary information, an APSRTC bus carrying passengers was hit by a bus belonging to VVIT Deemed to be University ...",1.0,False
EVT_00124,"Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.",2026-04-16,1,1,['the_hindu'],"Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.","Contrasting the burst of light and revelry that mark Vishu elsewhere, a pall of gloom hovered above a humble house tucked into a hillside in Kottamala, near Uzhamalakkal, in Thiruvananthapuram.
The neighbours had lit lamps and arranged their ‘vishukkani’, as the homes all around stirred with the pro...",1.0,False
EVT_00125,"Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources",2026-04-16,1,1,['india_today'],"Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources","Nida Khan, on the run, is not HR head but telecaller at TCS Nashik unit: Sources
Sources told Business Today, India Today's sister site, that Nida Khan is not the HR head but a telecaller at the TCS Nashik BPO unit. The unit has been at the centre of a major scandal involving sex harassment and forc...",1.0,False
EVT_00126,"Woman Backs Out Of Divorce Settlement, Irked Top Court Dissolves Marriage",2026-04-16,1,1,['ndtv'],"Woman Backs Out Of Divorce Settlement, Irked Top Court Dissolves Marriage","A woman who negotiated a divorce settlement and then changed her mind about the divorce, had her marriage dissolved by an irked Supreme Court, which said changing one's mind at that stage is unacceptable.

The court said in cases of mutual divorce, any party can withdraw its consent before the final...",1.0,False
EVT_00127,"NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang ra...",2026-04-16,1,1,['the_times_of_india'],"NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang ra...","NEW DELHI: A cleric has been arrested in the Amroha triple talaq and halala case nearly three months after the matter first came into focus, with the survivor alleging that he facilitated a Feb 2025 nikah using a fake document that led to her gang rape under the pretext of halala. The woman, who sai...",1.0,False
EVT_00128,"The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.",2026-04-16,1,1,['the_hindu'],"The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.","The Peoples’ Democratic Party (PDP) cautioned against moves to push for religion-based delimitation on Thursday, pointing out that “J&K and Assam are victims of the lopsided delimitation process held recently”.
“J&K and Assam are victims of the delimitation process held in 2022. In J&K, the Kashmir ...",1.0,False
EVT_00129,"The Karnataka Rohith Vemula (Prevention of Discrimination, Exclusion or Injustice) (Right to Education and Dignity) Bill, 2026, which had been widely debated but stuck in red tape for long, was cleared by the Cabinet on Thursday.",2026-04-16,1,1,['the_hindu'],"The Karnataka Rohith Vemula (Prevention of Discrimination, Exclusion or Injustice) (Right to Education and Dignity) Bill, 2026, which had been widely debated but stuck in red tape for long, was cleared by the Cabinet on Thursday.","The Karnataka Rohith Vemula (Prevention of Discrimination, Exclusion or Injustice) (Right to Education and Dignity) Bill, 2026, which had been widely debated but stuck in red tape for long, was cleared by the Cabinet on Thursday.
Law and Parliamentary Affairs Minister H.K. Patil, brienfing the press...",1.0,False
EVT_00130,"Samajwadi Party president Akhilesh Yadav on Thursday (April 16, 2026) asked the Union government to operationalise the women’s reservation law only after completing the caste census, accusing the ruling Bharatiya Janata Party (BJP) of reducing “nari”...",2026-04-16,1,1,['the_hindu'],"Samajwadi Party president Akhilesh Yadav on Thursday (April 16, 2026) asked the Union government to operationalise the women’s reservation law only after completing the caste census, accusing the ruling Bharatiya Janata Party (BJP) of reducing “nari”...","Samajwadi Party president Akhilesh Yadav on Thursday (April 16, 2026) asked the Union government to operationalise the women’s reservation law only after completing the caste census, accusing the ruling Bharatiya Janata Party (BJP) of reducing “nari” (women) to a mere “nara” (slogan).
Participating ...",1.0,False
EVT_00131,"As many as 2,839 students from Andhra Pradesh have passed the National Programme on Technology Enhanced Learning (NPTEL) examination on ‘Introduction to Quantum Computing: Quantum Algorithms and Qiskit’.",2026-04-16,1,1,['the_hindu'],"As many as 2,839 students from Andhra Pradesh have passed the National Programme on Technology Enhanced Learning (NPTEL) examination on ‘Introduction to Quantum Computing: Quantum Algorithms and Qiskit’.","As many as 2,839 students from Andhra Pradesh have passed the National Programme on Technology Enhanced Learning (NPTEL) examination on ‘Introduction to Quantum Computing: Quantum Algorithms and Qiskit’.
A statement issued by Andhra Pradesh State Council of Higher Education (APSCHE) on Thursday said...",1.0,False
EVT_00132,"<p>New Delhi: On a day Lok Sabha started a debate on amending the existing 33% women's quota law passed thirty-one months ago, the government on Thursday notified that the provisions of the 'Nari Shakti Vandan Adhiniyam' came into force.</p><p>It was...",2026-04-17,1,1,['deccan_herald'],"<p>New Delhi: On a day Lok Sabha started a debate on amending the existing 33% women's quota law passed thirty-one months ago, the government on Thursday notified that the provisions of the 'Nari Shakti Vandan Adhiniyam' came into force.</p><p>It was...","<p>New Delhi: On a day Lok Sabha started a debate on amending the existing 33% women's quota law passed thirty-one months ago, the government on Thursday notified that the provisions of the 'Nari Shakti Vandan Adhiniyam' came into force.</p><p>It was immediately not known why it was notified with ef...",1.0,False
EVT_00133,A team of the Madhya Pradesh (MP) police arrived in the city to investigate a case registered in connection with the marriage of a woman — alleged to be a minor since then — whose video from the Maha Kumbh Mela had gone viral.,2026-04-17,1,1,['the_hindu'],A team of the Madhya Pradesh (MP) police arrived in the city to investigate a case registered in connection with the marriage of a woman — alleged to be a minor since then — whose video from the Maha Kumbh Mela had gone viral.,"A team of the Madhya Pradesh (MP) police arrived in the city to investigate a case registered in connection with the marriage of a woman — alleged to be a minor since then — whose video from the Maha Kumbh Mela had gone viral.
The woman, who married in Kerala after the local authorities reportedly v...",1.0,False
EVT_00134,2014 Andhra bifurcation worse than Partition: Tejasvi Surya's remark sparks row,2026-04-17,1,1,['india_today'],2014 Andhra bifurcation worse than Partition: Tejasvi Surya's remark sparks row,"2014 Andhra bifurcation worse than Partition: Tejasvi Surya's remark sparks row
A political row broke out after Bengaluru South BJP MP Tejasvi Surya remarked that the Congress-led UPA's 2014 bifurcation of undivided Andhra Pradesh into Telangana and Andhra Pradesh was carried out in a manner ""worse ...",1.0,False
EVT_00136,- Women’s reservation to delimitation: Focus on 3 key bills in Lok Sabha today; why they matter,,1,1,['the_times_of_india'],- Women’s reservation to delimitation: Focus on 3 key bills in Lok Sabha today; why they matter,"- Women’s reservation to delimitation: Focus on 3 key bills in Lok Sabha today; why they matter
- 75% locals for garbage collection; LMC decides after corporators uproar
- Papon: Missing Assam, but not the spirit of Bihu
- Himanta wife passport row: Why SC stayed Pawan Khera’s transit anticipatory b...",1.0,False
EVT_00138,- Delhi CM worships at Tirumala; hails TTD’s AI powered integrated command control centre,,1,1,['the_times_of_india'],- Delhi CM worships at Tirumala; hails TTD’s AI powered integrated command control centre,"Amaravati NEWS
- Delhi CM worships at Tirumala; hails TTD’s AI powered integrated command control centre
- 4 killed and 12 critically injured in a detonators cum cylinder blast in Andhra Pradesh
- Derogatory social media posts on CM lands Jagan’s CPRO in police net
- ‘Entered house, slit her throat’...",1.0,False
EVT_00139,Delimitation bill triggers black flag protests in Tamil Nadu,,1,1,['india_today'],Delimitation bill triggers black flag protests in Tamil Nadu,"Tamil Nadu News
Delimitation bill triggers black flag protests in Tamil Nadu
A major political controversy has erupted over the proposed delimitation bill, triggering widespread protests across southern states.
A major political controversy has erupted over the proposed delimitation bill, triggering...",1.0,False
EVT_00140,"The party that won the Ambala and Sonipat Lok Sabha seats in May 2024, but lost the Assembly polls there five months later, heads into civic elections with little room for error.",,1,1,['theprint'],"The party that won the Ambala and Sonipat Lok Sabha seats in May 2024, but lost the Assembly polls there five months later, heads into civic elections with little room for error.","The party that won the Ambala and Sonipat Lok Sabha seats in May 2024, but lost the Assembly polls there five months later, heads into civic elections with little room for error.
Film dialogues, cinema-inspired memes & metaphors are often deployed by politicians & parties to target rivals. Increasin...",1.0,False
EVT_00141,"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.",,1,1,['firstpost'],"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.","India News - Page 30

Private sector slows as employment generation stalls at its weakest phase HSBC's flash India Composite Purchasing Managers' Index (PMI), compiled by S&P Global, fell to 58.9 this month, down from 59.7 in November. Although the reading remains comfortably above the 50-mark separ...",1.0,False
EVT_00142,Get real-time updates and result insights on the CBSE 12 Result 2026.,,1,1,['the_times_of_india'],Get real-time updates and result insights on the CBSE 12 Result 2026.,"India News
Get real-time updates and result insights on the CBSE 12 Result 2026.
- Tamil Nadu elections 2026: Will TVK’s solo gamble split votes or fulfil Vijay’s CM dream?
- Supreme Court questions limits of judicial scrutiny under Article 25
- Women quota bill: Opposition, govt spar over delimitat...",1.0,False
EVT_00144,"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.",,1,1,['firstpost'],"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.","India News - Page 3

West Asia ceasefire: Eight reasons why India is watching every move from the sidelines The announcement of a two-week ceasefire in West Asia conflict has brought temporary relief to global energy markets. However, along with that, it has also brought a set of complex geopolitica...",1.0,False
EVT_00145,"- B’deshi woman, Indian hubby held for running lodge with fake papers",,1,1,['the_times_of_india'],"- B’deshi woman, Indian hubby held for running lodge with fake papers","- B’deshi woman, Indian hubby held for running lodge with fake papers
- Five dogs rescued from circus in Chhattisgarh district after joint raid by PETA India, police
- Kiran Pisda stars with goals, saves to power Chhattisgarh into KITG football final
- How Maoism Lost The Battle & What’ll Keep It Do...",1.0,False
EVT_00149,"TRS rebranded itself in October 2022 as BRS with an aim to reach out to a wider audience in the country, 8 yrs after forming govt for the first time since Telangana’s creation in 2014.",,1,1,['theprint'],"TRS rebranded itself in October 2022 as BRS with an aim to reach out to a wider audience in the country, 8 yrs after forming govt for the first time since Telangana’s creation in 2014.","TRS rebranded itself in October 2022 as BRS with an aim to reach out to a wider audience in the country, 8 yrs after forming govt for the first time since Telangana’s creation in 2014.
Choudhary is the first BJP CM of Bihar. His elevation marks the end of an era dominated by Nitish Kumar's 'sushasan...",1.0,False
EVT_00152,"Activists are up in arms over the government's plan to tax sanitary pads at the same level as cheese, cell phones and frozen meat products under the Goods and Services Tax. And there may be at least two legal petitions challenging this decision.",,1,1,['theprint'],"Activists are up in arms over the government's plan to tax sanitary pads at the same level as cheese, cell phones and frozen meat products under the Goods and Services Tax. And there may be at least two legal petitions challenging this decision.","Activists are up in arms over the government's plan to tax sanitary pads at the same level as cheese, cell phones and frozen meat products under the Goods and Services Tax. And there may be at least two legal petitions challenging this decision.
KAVEESHA KOHLI
Nearly three months on, 8 of 15 suspect...",1.0,False
EVT_00154,- Doctor from Bihar killed in road accident on Bahadrabad–Delhi highway,,1,1,['the_times_of_india'],- Doctor from Bihar killed in road accident on Bahadrabad–Delhi highway,"- Doctor from Bihar killed in road accident on Bahadrabad–Delhi highway
- Further accelerate pace of PNG provisioning: CS
- Curtain Call: Bihar's longest-serving CM Nitish resigns
- Samrat Choudhary’s rise reflects BJP’s long game in Bihar politics
- Repeat Offender Arrested for Sexually Assaulting ...",1.0,False
EVT_00155,Leaders such as Chidambaram and Jyotiraditya Scindia did not want the party to boycott the GST launch. But the line of Sonia and Rahul prevailed.,,1,1,['theprint'],Leaders such as Chidambaram and Jyotiraditya Scindia did not want the party to boycott the GST launch. But the line of Sonia and Rahul prevailed.,"Leaders such as Chidambaram and Jyotiraditya Scindia did not want the party to boycott the GST launch. But the line of Sonia and Rahul prevailed.
RUHI TEWARI
Full text of the interview with outgoing Central Election Commissioner Dr Nasim Zaidi (You can read the edited excerpts here) :
How do you loo...",1.0,False
EVT_00156,Get real-time updates and result insights on the CBSE 12 Result 2026.,,1,1,['the_times_of_india'],Get real-time updates and result insights on the CBSE 12 Result 2026.,"India News
Get real-time updates and result insights on the CBSE 12 Result 2026.
- Delhi government to launch high-tech labs in four ITIs soon: CM Rekha Gupta
- 'Smells of politics': Priyanka Gandhi targets PM Modi over women's quota bill, says delimitation plan 'attack on democracy'
- 'AQI in poor ...",1.0,False
EVT_00157,Get real-time updates and result insights on the CBSE 12 Result 2026.,,1,1,['the_times_of_india'],Get real-time updates and result insights on the CBSE 12 Result 2026.,"India News
Get real-time updates and result insights on the CBSE 12 Result 2026.
- India flags mental health, lifestyle diseases as new BRICS priorities
- ICMR rings the belly alarm: India’s waistline on the run
- Expanding permanent category with veto critical to real reform of UNSC: India
- Women’...",1.0,False
EVT_00159,"ThePrint visited Murshidabad, Cooch Behar, Malda, Nadia, Kolkata, Nandigram, where some decisions by Mamata haven't gone down well with community that has traditionally supported TMC.",,1,1,['theprint'],"ThePrint visited Murshidabad, Cooch Behar, Malda, Nadia, Kolkata, Nandigram, where some decisions by Mamata haven't gone down well with community that has traditionally supported TMC.","ThePrint visited Murshidabad, Cooch Behar, Malda, Nadia, Kolkata, Nandigram, where some decisions by Mamata haven't gone down well with community that has traditionally supported TMC.
The agency rejected Kejriwal’s allegation of ‘ideological bias’, calling his plea for the judge’s recusal in the exc...",1.0,False
EVT_00161,Get real-time updates and result insights on the CBSE 12 Result 2026.,,1,1,['the_times_of_india'],Get real-time updates and result insights on the CBSE 12 Result 2026.,"India News
Get real-time updates and result insights on the CBSE 12 Result 2026.
- Evening news wrap: PM Modi says no state to face injustice in delimitation, Mamata alleges BJP 'planting bombs' in Bengal and more
- Delhi airport mishap: Taxiing SpiceJet aircraft collides with stationary Akasa plane...",1.0,False
EVT_00164,"Would the world look different if we had more women leading us? More parliamentarians, more scientists and more authors, whose voices were heard?",,1,1,['the_times_of_india'],"Would the world look different if we had more women leading us? More parliamentarians, more scientists and more authors, whose voices were heard?","Would the world look different if we had more women leading us? More parliamentarians, more scientists and more authors, whose voices were heard?
Yes, our world would look significantly different and better. The absence of patriarchal systems would reshape societal structures, relationships, and lif...",1.0,False
EVT_00171,"Kerala Elections 2026 |Sumanth Raman: Pinarayi Has A Had A Great Run, Considering He Has Had 2 Terms",2026-04-09,1,1,['news18'],"Kerala Elections 2026 |Sumanth Raman: Pinarayi Has A Had A Great Run, Considering He Has Had 2 Terms","Kerala Elections 2026 |Sumanth Raman: Pinarayi Has A Had A Great Run, Considering He Has Had 2 Terms
Politics
Sumanth Raman: The Kerala CM has a had a great run, considering he has had two terms, but there is no charismatic successor on the horizonRao: Keralam seems to be in a political flux, unlike...",1.0,False
EVT_00172,Nashik Horror Unfolds: HR Manager Nida Khan Accused of Running Corporate Grooming Racket ?,2026-04-15,1,1,['news18'],Nashik Horror Unfolds: HR Manager Nida Khan Accused of Running Corporate Grooming Racket ?,"Nashik Horror Unfolds: HR Manager Nida Khan Accused of Running Corporate Grooming Racket ?
Politics
Shocking revelations emerge from Nashik as an HR manager, Nida Khan, is accused of masterminding a corporate grooming gang targeting vulnerable women. Investigations reveal systemic exploitation and i...",1.0,False
EVT_00173,"Parth Pawar Takes Oath as Rajya Sabha MP in New Delhi | ""For Baramati & My Father"" | News18",2026-04-10,1,1,['news18'],"Parth Pawar Takes Oath as Rajya Sabha MP in New Delhi | ""For Baramati & My Father"" | News18","Parth Pawar Takes Oath as Rajya Sabha MP in New Delhi | ""For Baramati & My Father"" | News18
Politics
Ajit Pawar’s son takes oath as Rajya Sabha MP, calls it an “emotional and proud moment”Remembers late father’s legacy, thanks Baramati, party leaders and family for their support. n18oc_politicsNews1...",1.0,False
EVT_00174,"Bihar Election Results 2025 Live Updates: PM Modi hails NDA landslide, says people have voted for a developed and prosperous state",2025-11-14,1,1,['firstpost'],"Bihar Election Results 2025 Live Updates: PM Modi hails NDA landslide, says people have voted for a developed and prosperous state","Before launching into the Bihar assembly elections, the celebrated former poll strategist Prashant Kishor had made two predictions, one about his Jan Suraaj Party and the other about the JD(U), of which he is a former national vice president.

His prediction of “arsh par ya farsh par” (either sky hi...",1.0,False
EVT_00175,"India News, Latest News in India, Latest Breaking News India, Indian States and Cities Headlines",,1,1,['firstpost'],"India News, Latest News in India, Latest Breaking News India, Indian States and Cities Headlines","From Kerala to Punjab, 10 Indian states that have banned Coldrif cough syrup

New Unesco heritage sites: India’s seven fresh additions

Mumbai’s second airport to open September-end: Here are 9 features to watch out for

Vice presidential elections 2025: Fast facts on CP Radhakrishnan and B Sudersha...",1.0,False
EVT_00078,"NEW DELHI: Noting that it is the honour which is the most important thing for a defence personnel, Supreme Court on Wednesday directed that a septuagenarian former Indian Air Force pilot, who had to face an ignominious exit from the service 33 years ...",2026-04-16,2,1,['the_times_of_india'],"NEW DELHI: Noting that it is the honour which is the most important thing for a defence personnel, Supreme Court on Wednesday directed that a septuagenarian former Indian Air Force pilot, who had to face an ignominious exit from the service 33 years ...","NEW DELHI: Noting that it is the honour which is the most important thing for a defence personnel, Supreme Court on Wednesday directed that a septuagenarian former Indian Air Force pilot, who had to face an ignominious exit from the service 33 years back, be now given a farewell with honour as his d...",0.55,False
EVT_00038,India steps up West Asia diplomacy: Jaishankar speaks to global partners on Iran crisis,2026-04-14,2,1,['firstpost'],India steps up West Asia diplomacy: Jaishankar speaks to global partners on Iran crisis,"India has stepped up its diplomatic outreach amid the ongoing West Asia crisis, with External Affairs Minister S. Jaishankar holding a series of conversations with key global and regional partners.

India has stepped up its diplomatic outreach amid the ongoing West Asia crisis, with External Affairs...",0.54,False
EVT_00030,Samrat Choudhary's Political Journey: From Rabri Devi's Minister To Bihar Chief Minister | Full Timeline,2026-04-14,6,1,['news18'],Samrat Choudhary's Political Journey: From Rabri Devi's Minister To Bihar Chief Minister | Full Timeline,"Samrat Choudhary's Political Journey: From Rabri Devi's Minister To Bihar Chief Minister | Full Timeline
BJP leader Samrat Choudhary will be sworn in as the 23rd chief minister of Bihar tomorrow, signalling a new era of ""saffron"" politics in the heart of the Hindi belt
In what is being described as ...",0.53,False
EVT_00056,China surpasses US as India's largest trading partner in FY26; trade gap swells to $112 billion,2026-04-15,2,1,['hindustan_times'],China surpasses US as India's largest trading partner in FY26; trade gap swells to $112 billion,"Chief negotiator Darpan Jain-led India team to visit US from April 20 for trade talks
While the two sides have remained engaged virtually, this will be the first in-person meeting of the negotiating teams in two-three months.
A team of Indian officials led by chief negotiator Darpan Jain will visit ...",0.52,False
EVT_00111,"Couple, 2-year-old die after fire traps family inside locked home in Delhi's Rohini",2026-04-16,2,1,['hindustan_times'],"Couple, 2-year-old die after fire traps family inside locked home in Delhi's Rohini","Akasa, SpiceJet aircraft involved in minor collision at Delhi airport
The incident took place at around 2.15 pm near Terminal 1, when the Akasa flight was being taxied out from the stand.
A SpiceJet aircraft was involved in a minor collision with an Akasa Air plane on the runway at the Indira Gandhi...",0.52,False
EVT_00010,"Asaduddin Owaisi’s Bengal entry, tie-up with Humayun Kabir add new variable in minority seat equations",2026-03-24,4,1,['indian_express'],"Asaduddin Owaisi’s Bengal entry, tie-up with Humayun Kabir add new variable in minority seat equations","13 lakh, 8 lakh or 14 lakh deletions? EC still quiet, different numbers fuel anxiety in Bengal
The Indian Express visits houses of 11 whose names have been deleted, in the few booths where Supplementary Lists have been put up after adjudication.
Standing outside her house, 43-year-old Rashida Bibi o...",0.5,False
EVT_00084,"The State government on Thursday issued a notification extending the tenure of M.A. Saleem, a 1993 batch Indian Police Service officer, as the Director-General and Inspector-General of Police (Head of the Police Force), Karnataka, till August 29, 202...",2026-04-16,3,1,['the_hindu'],"The State government on Thursday issued a notification extending the tenure of M.A. Saleem, a 1993 batch Indian Police Service officer, as the Director-General and Inspector-General of Police (Head of the Police Force), Karnataka, till August 29, 202...","The vexed issue of internal reservation among the Scheduled Castes is expected to come up for discussion, and a possible decision is likely to be taken during the next Cabinet meeting, even as the State government on Thursday set up a technical committee under Chief Secretary to recommend a possible...",0.47,False
EVT_00016,"Badruddin Ajmal at a crossroads: As Assam Muslims move away, AIUDF faces a litmus test",2026-03-31,2,1,['indian_express'],"Badruddin Ajmal at a crossroads: As Assam Muslims move away, AIUDF faces a litmus test","In Assam’s seat of power, how BJP’s internal faultlines have surfaced
Pradyut Bordoloi’s Dispur entry sparks dissent in ruling party; sitting MLA mollified, but old guard member rebels, contesting as Independent.
Two weeks ago, when former Congress leader Pradyot Bordoloi’s resignation from the part...",0.46,False
EVT_00041,"<p>New Delhi: Prime Minister <a href=""https://www.deccanherald.com/tags/narendra-modi"">Narendra Modi</a> on Tuesday asserted that the NDA government is committed to delivering true social justice to every poor person, adding that the policies and dec...",2026-04-14,3,1,['deccan_herald'],"<p>New Delhi: Prime Minister <a href=""https://www.deccanherald.com/tags/narendra-modi"">Narendra Modi</a> on Tuesday asserted that the NDA government is committed to delivering true social justice to every poor person, adding that the policies and dec...","<p>New Delhi: Prime Minister <a href=""https://www.deccanherald.com/tags/narendra-modi"">Narendra Modi</a> on Tuesday asserted that the NDA government is committed to delivering true social justice to every poor person, adding that the policies and decisions of the BJP-led Central government over the ...",0.46,False
EVT_00071,Uttarandhra Backward Classes Association President and TDP senior leader Muddada Madhu on Thursday said that appointment of Minister for IT and Education Nara Lokesh as the TDP Working President would further strengthen the party.,2026-04-16,2,1,['the_hindu'],Uttarandhra Backward Classes Association President and TDP senior leader Muddada Madhu on Thursday said that appointment of Minister for IT and Education Nara Lokesh as the TDP Working President would further strengthen the party.,"Minister for Human Resource Development Nara Lokesh on Thursday instructed the officials to assign basic infrastructure works in government schools to School Management Committees (SMCs) and ensure their speedy completion.
Addressing a review meeting with senior officials from the School Education a...",0.38,True
EVT_00137,"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.",,2,1,['firstpost'],"India News: Latest Updates, Breaking Headlines, and In-Depth Coverage from Across the Nation.","India News - Page 2

Beyond the battlefield: Indian peacekeepers lead rescue after DR Congo fire Indian Army peacekeepers deployed under the United Nations stepped in swiftly to rescue civilians after a fire broke out in the city of Goma in the Democratic Republic of Congo, highlighting their role b...",0.38,True
EVT_00081,"The scientific biomining operations to completely clear the century-old legacy waste mound at Njeliyanparamba, which has long been an environmental concern for residents of Kozhikode, are making progress.",2026-04-16,2,1,['the_hindu'],"The scientific biomining operations to completely clear the century-old legacy waste mound at Njeliyanparamba, which has long been an environmental concern for residents of Kozhikode, are making progress.","The scientific biomining operations to completely clear the century-old legacy waste mound at Njeliyanparamba, which has long been an environmental concern for residents of Kozhikode, are making progress.
According to officials of the Kerala Solid Waste Management Project (KSWMP), once the waste is ...",0.37,True
