passage_id,article_id,event_id,clean_outlet,canonical_target,framing_label,sentiment,evidence_span,subject,relation,object
714faae515f69bb3_p021,714faae515f69bb3,EVT_00060,hindustan_times,Yadav,Attack/Defence,Negative,Congress leader Rahul Gandhi and Samajwadi Party’s Akhilesh Yadav have both termed this a 'conspiracy'.,"Rahul Gandhi, Akhilesh Yadav",term,conspiracy
714faae515f69bb3_p021,714faae515f69bb3,EVT_00060,hindustan_times,Gandhi,Attack/Defence,Negative,Congress leader Rahul Gandhi and Samajwadi Party’s Akhilesh Yadav have both termed this a 'conspiracy'.,Congress leader Rahul Gandhi,term,conspiracy
714faae515f69bb3_p026,714faae515f69bb3,EVT_00060,hindustan_times,delimitation bill,Procedural Fairness,Positive,"the government has defended the bill, maintaining that it is a historic step towards women’s empowerment.",government,defended,bill
714faae515f69bb3_p026,714faae515f69bb3,EVT_00060,hindustan_times,reservation for women,Procedural Fairness,Positive,there was wide agreement in principle on women’s reservation and seemed confident that the required support would be secured.,Wide agreement,on,women's reservation
9ae0e353b9f731f1_p004,9ae0e353b9f731f1,EVT_00060,news18,BR,Governance,Negative,"High-growth states in the north, such as Uttar Pradesh and Bihar, are projected to see substantial increases in their tallies",,,
9ae0e353b9f731f1_p004,9ae0e353b9f731f1,EVT_00060,news18,UP,Governance,Negative,"High-growth states in the north, such as Uttar Pradesh and Bihar",Growth states,are characterized as,bureaucratic and corrupt
06be4ffdd05a777c_p004,06be4ffdd05a777c,EVT_00064,indian_express,BJP,Attack/Defence,Negative,"If by passing these Bills, the BJP wanted to influence women voters, it would get only three days of canvassing in Tamil Nadu and a little over a week in Bengal.",BJP,attempted,influence women voters
06be4ffdd05a777c_p007,06be4ffdd05a777c,EVT_00064,indian_express,BJP,Attack/Defence,Negative,This indicated that the opposition to the Narendra Modi government’s move may have a ground level resonance in the South.,opposition,resonate with,Narendra Modi government’s move in South
06be4ffdd05a777c_p010,06be4ffdd05a777c,EVT_00064,indian_express,BJP,Attack/Defence,Negative,Every vote counts and women are an important segment of Mamata’s support base.,Mamata,targets,women voters
06be4ffdd05a777c_p012,06be4ffdd05a777c,EVT_00064,indian_express,BJP,Attack/Defence,Negative,"suspects that the government has advanced the implementation of the women’s quota legislation, passed in September 2023, only as a “ploy”. It believes",Congress,accused,Modi of bulldozing
77f94c465dbddb5a_p003,77f94c465dbddb5a,EVT_00064,hindustan_times,MK Stalin,Attack/Defence,Neutral,"In Tamil Nadu, chief minister MK Stalin was seen burning copies of the delimitation bill.",Stalin,burned,copies of the delimitation bill
77f94c465dbddb5a_p004,77f94c465dbddb5a,EVT_00064,hindustan_times,DMK,Attack/Defence,Negative,"This faced strong resistance from major Opposition parties, including the Dravida Munnetra Kazhagam (DMK)",Opposition parties,resisted,DMK's proposal
77f94c465dbddb5a_p004,77f94c465dbddb5a,EVT_00064,hindustan_times,Congress,Attack/Defence,Negative,"This faced strong resistance from major Opposition parties, including the Congress",Congress,resisted,policy change
77f94c465dbddb5a_p004,77f94c465dbddb5a,EVT_00064,hindustan_times,Trinamool Congress,Attack/Defence,Negative,"This faced strong resistance from major Opposition parties, including the Trinamool Congress (TMC)",TMC,resisted,resistance
77f94c465dbddb5a_p004,77f94c465dbddb5a,EVT_00064,hindustan_times,Samajwadi Party,Attack/Defence,Negative,"This faced strong resistance from major Opposition parties, including the Samajwadi Party (SP), Trinamool Congress (TMC), and Dravida Munnetra Kazhagam (DMK)",SP,attacked,Samajwadi Party
77f94c465dbddb5a_p010,77f94c465dbddb5a,EVT_00064,hindustan_times,Venugopal,Attack/Defence,Negative,Senior leader KC Venugopal called it a “fundamental attack on Indian federal structure”,Venugopal,called,fundamental attack on Indian federal structure
77f94c465dbddb5a_p018,77f94c465dbddb5a,EVT_00064,hindustan_times,BJP,Communal Tension,Negative,May the arrogance of the fascist BJP collapse,fascist,attacked,BJP
77f94c465dbddb5a_p020,77f94c465dbddb5a,EVT_00064,hindustan_times,Delimitation provisions in the bill,Attack/Defence,Negative,We are against the delimitation provisions in the bill.,We,attack,delimitation provisions in the bill
77f94c465dbddb5a_p020,77f94c465dbddb5a,EVT_00064,hindustan_times,Congress,Attack/Defence,Negative,We have decided to oppose this bill but we are not against women’s reservation. We are against the delimitation provisions in the bill.,Congress,oppose,bill
77f1c8cf3c0f63b4_p012,77f1c8cf3c0f63b4,EVT_00064,news18,government,Governance,Negative,brought in by the government so that the women quota could be implemented in 2029.,government,brought in,quota implementation
0d8449891529e10d_p004,0d8449891529e10d,EVT_00065,india_today,PM Modi,Governance,Positive,mixed conviction with provocation,Mixed,conviction,Provocation against Modi
0d8449891529e10d_p006,0d8449891529e10d,EVT_00065,india_today,PM Modi,Welfare,Positive,PM Modi is well aware of this.,PM Modi,aware,of this
0d8449891529e10d_p008,0d8449891529e10d,EVT_00065,india_today,PM Modi,Governance,Negative,The Prime Minister stressed that the legislation was already 30 years too late.,stressed,attacked,PM Modi on timing
0d8449891529e10d_p023,0d8449891529e10d,EVT_00065,india_today,PM Modi,Procedural Fairness,Positive,"He also asserted that he was willing to offer a ""guarantee""",He,asserted,a guarantee
0d8449891529e10d_p025,0d8449891529e10d,EVT_00065,india_today,PM Modi,Attack/Defence,Negative,raised the stakes for the opposition,raised,stake,opposition
2128a0043c15e573_p002,2128a0043c15e573,EVT_00065,news18,PM Modi,Governance,Negative,"Addressing the Lok Sabha, the PM said",Addressed,attacked,PM Modi
b03b0d527cced07b_p003,b03b0d527cced07b,EVT_00065,hindustan_times,reservation bill,Welfare,Positive,benefits of the women's reservation bill,supports,benefits,women's reservation bill
b03b0d527cced07b_p004,b03b0d527cced07b,EVT_00065,hindustan_times,women's reservation and delimitation bill,Governance,Positive,PM Modi addressed the Lok Sabha special session to introduce the women's reservation and delimitation bill.,PM Modi,addressed,Lok Sabha
b03b0d527cced07b_p010,b03b0d527cced07b,EVT_00065,hindustan_times,reservation bill,Governance,Positive,It pushes for the reservation bill to be implemented on the basis of the 2011 census.,pushes,for,reservation bill implementation
b9757cd076fcfca2_p010,b9757cd076fcfca2,EVT_00065,news18,Delimitation,Nationalism,Neutral,"I rise in this House with a sense of responsibility to say from this sacred place that, whether it is the South, North, East, or West;",I,rise,in the House
b9757cd076fcfca2_p010,b9757cd076fcfca2,EVT_00065,news18,PM Modi,Nationalism,Positive,"Prime Minister Narendra Modi says,",,,
b9757cd076fcfca2_p015,b9757cd076fcfca2,EVT_00065,news18,Delimitation,Attack/Defence,Neutral,"he said if all sides support the bills, it will not go in favour of politics of any one side but would be in favor of the country.",sides,support,bills
b9757cd076fcfca2_p015,b9757cd076fcfca2,EVT_00065,news18,PM Modi,Attack/Defence,Neutral,"he said if all sides support the bills, it will not go in favour of politics of any one side but would be in favor of the country.",he,said,support the bills would not benefit any side but country
b9757cd076fcfca2_p019,b9757cd076fcfca2,EVT_00065,news18,Women's quota law,Governance,Positive,to implement the proposed amended women’s quota law,implemented,proposal,women's quota law
bdf9e32579c4639a_p016,bdf9e32579c4639a,EVT_00065,news18,Akhilesh,Victimhood,Negative,Opposition also gains confidence from their demand for a “caste-based census” and an OBC sub-quota,Opposition,gain confidence from,demand for caste-based census and OBC sub-quota
c2764c087dd68eb5_p003,c2764c087dd68eb5,EVT_00065,hindustan_times,PM Modi,Communal Tension,Negative,took a jibe at SP chief Akhilesh Yadav,SP chief,jibe at,Modi
c2764c087dd68eb5_p003,c2764c087dd68eb5,EVT_00065,hindustan_times,Akhilesh Yadav,Communal Tension,Negative,"calling him a “friend”, even as he highlighted that he comes from the most backward community.",highlighted,mention,backward community
c2764c087dd68eb5_p015,c2764c087dd68eb5,EVT_00065,hindustan_times,AkhileshYadav,Governance,Negative,"It is true that I come from an extremely backward section of society, but my responsibility is to take everyone along.",ignored,treated,AkhileshYadav
c2764c087dd68eb5_p015,c2764c087dd68eb5,EVT_00065,hindustan_times,PM Modi,Governance,Positive,"I come from an extremely backward section of society, but my responsibility is to take everyone along.",,,
ffb5e55df68aa954_p004,ffb5e55df68aa954,EVT_00065,india_today,Priya Gandhi Vadra,Attack/Defence,Negative,striking to see both Prime Minister Narendra Modi and Priyanka Gandhi Vadra wearing blue,Congress,attacked,Priya Gandhi Vadra
ffb5e55df68aa954_p009,ffb5e55df68aa954,EVT_00065,india_today,BJP,Nationalism,Neutral,"Within moments, BJP MP Nishikant Dubey approached him.",BJP,approached,Nishikant Dubey
ffb5e55df68aa954_p019,ffb5e55df68aa954,EVT_00065,india_today,Congress,Attack/Defence,Negative,"PM Modi opened on a lighter note, taking a subtle swipe at the Congress",Congress,swiped at,PM Modi
ffb5e55df68aa954_p021,ffb5e55df68aa954,EVT_00065,india_today,PM Modi,Attack/Defence,Negative,"the Prime Minister seized the moment, identifying himself as an OBC and turning the argument into a political counterpoint.",Prime Minister,attacked,for identity claim
ffb5e55df68aa954_p030,ffb5e55df68aa954,EVT_00065,india_today,PM Modi,Neutral/Factual,Positive,He offered the Opposition full credit for the Women’s Reservation Bill,Congress,credited,Women’s Reservation Bill to Modi
0e912ba37dc01642_p002,0e912ba37dc01642,EVT_00067,news18,BJP,Attack/Defence,Negative,strengthening the foundation of their party by damaging the Constitution of India,Congress,damaging,Constitution of India
0e912ba37dc01642_p003,0e912ba37dc01642,EVT_00067,news18,NDA,Governance,Negative,"has since gone viral, highlighting the deep-seated rivalry between the INDIA bloc and the NDA over the true intent behind the 131st Constitutional Amendment.",viral highlight,revealed,NDA rivalry
0e912ba37dc01642_p005,0e912ba37dc01642,EVT_00067,news18,Amit Shah,Nationalism,Positive,Amit Shah's ‘No-Loss’ Guarantee For Southern States To Quell 'Federal Friction',Amit Shah,guaranteed,No-Loss For Southern States Against Federal Friction
0e912ba37dc01642_p013,0e912ba37dc01642,EVT_00067,news18,BJP,Attack/Defence,Negative,"For Gandhi and her colleagues, it is a subversion of federal principles under the guise of gender justice.",Gandhi,attacked,BJP
0e912ba37dc01642_p013,0e912ba37dc01642,EVT_00067,news18,Amit Shah,Attack/Defence,Negative,"For Gandhi and her colleagues, it is a subversion of federal principles under the guise of gender justice.",Gandhi and her colleagues,attack,Amit Shah
2ca87d575006a16e_p006,2ca87d575006a16e,EVT_00067,india_today,BJP,Nationalism,Positive,"drew massive laughter from Amit Shah, Kiren Rijiju and other BJP MPs","Amit Shah, Kiren Rijiju and other BJP MPs",laughed at,BJP
2ca87d575006a16e_p010,2ca87d575006a16e,EVT_00067,india_today,Congress,Communal Tension,Negative,veiled dig at Congress,veiled dig at,at,Congress
2ca87d575006a16e_p022,2ca87d575006a16e,EVT_00067,india_today,Gandhi,Governance,Positive,under her late father and PM Rajiv Gandhi,Gandhi,received,positive sentiment score
2ca87d575006a16e_p023,2ca87d575006a16e,EVT_00067,india_today,Congress,Attack/Defence,Negative,"had to suffer, indirectly jabbing the Congress.",Congress,jabbed,Modi
2ca87d575006a16e_p024,2ca87d575006a16e,EVT_00067,india_today,BJP,Attack/Defence,Negative,"However, the southern states – mostly ruled by the opposition parties – have vehemently opposed it, arguing that the delimitation exercise would significantly advantage the Hindi heartland, BJP's stronghold.",southern states,opposed,delimitation exercise
a54d45f54c0b3a1c_p011,a54d45f54c0b3a1c,EVT_00067,indian_express,Amit Shah,Nationalism,Neutral,"Shah said, the southern states have 129 MPs in the 543-member Lok Sabha",Shah,said,southern states have MPs in Lok Sabha
a54d45f54c0b3a1c_p012,a54d45f54c0b3a1c,EVT_00067,indian_express,Amit Shah,Attack/Defence,Neutral,"""I, Amit Shah, the Home Minister, the minister who has piloted the Bill, am saying this.""",Amit Shah,said,
a54d45f54c0b3a1c_p013,a54d45f54c0b3a1c,EVT_00067,indian_express,Amit Shah,Nationalism,Neutral,The Union Home Minister said the narrative that the government does not want to conduct a caste census was not true.,Home Minister,said,narrative about caste census
a54d45f54c0b3a1c_p015,a54d45f54c0b3a1c,EVT_00067,indian_express,Amit Shah,Procedural Fairness,Negative,"""So Akhilesh Yadav should not worry,” Shah said, responding to the Samajwadi Party president’s remarks.",Amit Shah,said,Akshay Yadav should not worry about Samajwadi Party president's remarks
e7832fb86b117644_p004,e7832fb86b117644,EVT_00067,hindustan_times,BJP,Attack/Defence,Negative,accused the government of bulldozing,Congress,accused,Modi of bulldozing
e7832fb86b117644_p005,e7832fb86b117644,EVT_00067,hindustan_times,BJP,Attack/Defence,Negative,"The current government is once again trying to deceive the nation, launching a major attack on the country’s integrity.",current government,attack,country’s integrity
e7832fb86b117644_p008,e7832fb86b117644,EVT_00067,hindustan_times,Amit Shah,Nationalism,Positive,assurance to southern states,Amit Shah,assured,southern states
294a5225a8301673_p006,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Attack/Defence,Negative,MP Kangana Ranaut attacked the Congress,Kangana Ranaut,attacked,BSP
294a5225a8301673_p006,294a5225a8301673,EVT_00073,the_new_indian_express,Congress,Attack/Defence,Positive,attacked the Congress for questioning the government's intention,Congress,attacked,Modi
294a5225a8301673_p011,294a5225a8301673,EVT_00073,the_new_indian_express,SRINIVAS,Attack/Defence,Positive,"said ""this is not a change in words, this is a change in direction, vision""",SRINIVAS,quoted,phrase
294a5225a8301673_p018,294a5225a8301673,EVT_00073,the_new_indian_express,Swaraj,Nationalism,Negative,accused the opposition leaders of attempting to divide the country into north and south for political gains,accused,opposition leaders,dividing the country
294a5225a8301673_p022,294a5225a8301673,EVT_00073,the_new_indian_express,Lok Sabha,Attack/Defence,Negative,representation of southern states will go down in the Lok Sabha,representation,go down,Lok Sabha
294a5225a8301673_p029,294a5225a8301673,EVT_00073,the_new_indian_express,Congress,Attack/Defence,Negative,"the prime minister addressed every issue except delimitation and showed ""willful blindness"" to the concerns of several states in the South, East, Northeast and North.",Congress,accused,Modi of bulldozing
294a5225a8301673_p029,294a5225a8301673,EVT_00073,the_new_indian_express,PM Modi,Attack/Defence,Negative,"the prime minister addressed every issue except delimitation and showed ""willful blindness"" to the concerns of several states in the South, East, Northeast and North.",Modi,showed,willful blindness
294a5225a8301673_p036,294a5225a8301673,EVT_00073,the_new_indian_express,NDA,Governance,Negative,The ruling NDA lacks the numbers in Parliament to pass the women’s reservation bills with the required two-thirds majority,NDA,lacks,numbers in Parliament
294a5225a8301673_p037,294a5225a8301673,EVT_00073,the_new_indian_express,Lok Sabha,Attack/Defence,Neutral,accounting for 54 per cent of the House,54%,accounted,Lok Sabha
294a5225a8301673_p037,294a5225a8301673,EVT_00073,the_new_indian_express,NDA,Attack/Defence,Negative,while the opposition holds 233 MPs.,NDA,received,Negative sentiment score
294a5225a8301673_p043,294a5225a8301673,EVT_00073,the_new_indian_express,PM Modi,Nationalism,Positive,warned that those opposing the bill now would pay a political price for a long time.,warned,opposed,those against bill
294a5225a8301673_p045,294a5225a8301673,EVT_00073,the_new_indian_express,PM Modi,Attack/Defence,Negative,I give you a blank cheque for claiming credit on passage of the women's quota bill,I,attack,PM Modi for women's quota bill
294a5225a8301673_p048,294a5225a8301673,EVT_00073,the_new_indian_express,PM Modi,Communal Tension,Negative,said that he thanks them for putting 'Kala Tika' on bills to ward off evil eye.,said,thanks,Congress for bills
294a5225a8301673_p048,294a5225a8301673,EVT_00073,the_new_indian_express,DMK,Communal Tension,Negative,"the DMK for the black attire protest, Modi said that he thanks them",Modi,defended,DMK for black attire protest
294a5225a8301673_p050,294a5225a8301673,EVT_00073,the_new_indian_express,PM Modi,Governance,Positive,"This is an important moment for India's democracy. This should have been implemented long ago, and it will provide an opportunity for half the population to participate in policy-making: PM #NarendraModi in #LokSabha.",Narendra Modi,praised,India's democracy reform
294a5225a8301673_p053,294a5225a8301673,EVT_00073,the_new_indian_express,Amit Shah,Communal Tension,Negative,Shah said a caste census will be carried out along with population enumeration during the ongoing census exercise.,Shah,said,caste census
294a5225a8301673_p056,294a5225a8301673,EVT_00073,the_new_indian_express,Amit Shah,Communal Tension,Negative,Shah also said,Shah,said,negative remarks
294a5225a8301673_p056,294a5225a8301673,EVT_00073,the_new_indian_express,Samajwadi Party,Communal Tension,Positive,"""if the Samajwadi Party gives all its tickets to Muslim women, where do we have any objection, we have no objections at all""",Samajwadi Party,proposed,Muslim women
294a5225a8301673_p059,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Attack/Defence,Negative,"said, 'BJP has made ‘Nari’ (women) their ‘Nara’ (slogan).'",BJP,attacked,women's issues
294a5225a8301673_p060,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Victimhood,Negative,said the party would not succeed,party,said,would not succeed
294a5225a8301673_p062,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Attack/Defence,Negative,accusing the government of bulldozing,Government,bulldozing,BJP
294a5225a8301673_p069,294a5225a8301673,EVT_00073,the_new_indian_express,Lok Sabha,Attack/Defence,Neutral,"the House that the government’s bills were not aimed at women’s reservation, but were intended to",not aimed at,intended to,women's reservation
294a5225a8301673_p069,294a5225a8301673,EVT_00073,the_new_indian_express,delimitation,Attack/Defence,Negative,push delimitation through the backdoor.,pushed,attack,delimitation
294a5225a8301673_p069,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Attack/Defence,Negative,"Gaurav Gogoi, the Congress' Deputy leader in Lok Sabha",Congress,accused,BJP
294a5225a8301673_p069,294a5225a8301673,EVT_00073,the_new_indian_express,Congress,Attack/Defence,Neutral,"the House that the government’s bills were not aimed at women’s reservation, but were intended to 'push delimitation through the backdoor'",Congress,accused,Modi of bulldozing
294a5225a8301673_p071,294a5225a8301673,EVT_00073,the_new_indian_express,NDA,Attack/Defence,Negative,accused it of not being in favour of women's reservation and caste census.,NDA,accused,not being in favor of women's reservation and caste census
294a5225a8301673_p072,294a5225a8301673,EVT_00073,the_new_indian_express,Meghwal,Victimhood,Negative,You are again and again creating hurdles for women's reservation.,You,creating,hurdles for women's reservation
294a5225a8301673_p072,294a5225a8301673,EVT_00073,the_new_indian_express,Amit Shah,Victimhood,Negative,You are again and again creating hurdles for women's reservation.,You,creating,hurdles for women's reservation
294a5225a8301673_p072,294a5225a8301673,EVT_00073,the_new_indian_express,Gogoi,Victimhood,Positive,"This bill is not for women's reservation, but it is for delimitation through the back door,",Congress,accused,Modi of bulldozing
294a5225a8301673_p073,294a5225a8301673,EVT_00073,the_new_indian_express,Meghwal,Governance,Positive,Union Law Minister Arjun Ram Meghwal said there would be an equal increase in the strength of the Lok Sabha to 815 seats,Arjun Ram Meghwal,said,increase in Lok Sabha seats
294a5225a8301673_p078,294a5225a8301673,EVT_00073,the_new_indian_express,Lok Sabha,Governance,Negative,"officially known as the Constitution (One Hundred and Sixth Amendment) Act, 2023 -- introduced in Lok Sabha after division of votes",Lok Sabha,received,Negative sentiment score
294a5225a8301673_p079,294a5225a8301673,EVT_00073,the_new_indian_express,NDA,Governance,Negative,Opposition pressed for division of votes to introduce bill to tweak women quota law.,Opposition,pressed,division of votes
294a5225a8301673_p086,294a5225a8301673,EVT_00073,the_new_indian_express,BJP,Attack/Defence,Negative,Karamvir Singh Boudh (Congress) and Sanjay Bhatia (BJP),Congress,accused,BJP
294a5225a8301673_p089,294a5225a8301673,EVT_00073,the_new_indian_express,Baalu,Attack/Defence,Negative,opposing the bills introduced by the Centre,Centre,opposed,Baalu
294a5225a8301673_p092,294a5225a8301673,EVT_00073,the_new_indian_express,CPI,Procedural Fairness,Negative,Rajya Sabha MP John Brittas said parliamentary assemblies could become “dysfunctional” if the number of members increases following delimitation.,John Brittas,said,parliamentary assemblies becoming dysfunctional
294a5225a8301673_p098,294a5225a8301673,EVT_00073,the_new_indian_express,Yadav,Communal Tension,Negative,Dharmendra Yadav spoke about giving reservations to Muslim women,Yadav,speak,reservations for Muslim women
294a5225a8301673_p098,294a5225a8301673,EVT_00073,the_new_indian_express,Samajwadi Party,Communal Tension,Negative,This is unconstitutional. Reservation based on religion is unconstitutional,Reservation,be unconstitutional,Communal Tension
294a5225a8301673_p127,294a5225a8301673,EVT_00073,the_new_indian_express,Gogoi,Attack/Defence,Negative,Chief Minister and others present,Chief Minister,presented,Gogoi
294a5225a8301673_p133,294a5225a8301673,EVT_00073,the_new_indian_express,NDA,Governance,Negative,The opposition to the proposed delimitation bill has been mounting for a long time and has escalated,opposition,mounting,delimitation bill
294a5225a8301673_p133,294a5225a8301673,EVT_00073,the_new_indian_express,Congress,Governance,Negative,The opposition has also objected to haste in convening a special Parliament sitting amid the election season.,Congress,objection,haste in convening special Parliament sitting
9cbc3a7b463b109c_p001,9cbc3a7b463b109c,EVT_00073,ndtv,Amit Shah,Nationalism,Negative,spun a false narrative on delimitation and presented data,spun,presented,false narrative on delimitation and data
9cbc3a7b463b109c_p003,9cbc3a7b463b109c,EVT_00073,ndtv,Amit Shah,Governance,Positive,"said Tamil Nadu will get 20 more seats, Kerala 10, Telangana 9 and Andhra Pradesh 13 seats.","Tamil Nadu, Kerala, Telangana, Andhra Pradesh",gain seats,"20, 10, 9, 13 seats in Tamil Nadu"
b15b01acc3e4ca81_p001,b15b01acc3e4ca81,EVT_00073,the_hindu,PM Modi,Nationalism,Positive,told the Lok Sabha,told,said,PM Modi
cb1ecc0fc88ddbef_p003,cb1ecc0fc88ddbef,EVT_00073,theprint,Amit Shah,Procedural Fairness,Positive,"Even Akhilesh ji (Yadav) to be worried,” Amit Shah added.",Amit Shah,added,concern about Akhilesh ji
cb1ecc0fc88ddbef_p006,cb1ecc0fc88ddbef,EVT_00073,theprint,Amit Shah,Communal Tension,Negative,said Shah.,,,
8ae438ad0be3762a_p011,8ae438ad0be3762a,EVT_00087,india_today,Shariat,Attack/Defence,Negative,"“In the absence of uniform civil law, 100 million Muslim women [are] being discriminated against women receive half or even less of what male counterparts receive,”",women,receive,less than males
8ae438ad0be3762a_p011,8ae438ad0be3762a,EVT_00087,india_today,1937,Attack/Defence,Negative,"“In the absence of uniform civil law, 100 million Muslim women [are] being discriminated against women receive half or even less of what male counterparts receive,”",civil law,absent,Muslim women discrimination
788e5ebf161efe3f_p037,788e5ebf161efe3f,EVT_00073,firstpost,Akhilesh Yadav,Victimhood,Positive,"you don’t need to worry even though you are not going to win the elections in Uttar Pradesh,” he said.",he,said,something about elections not winning
ae4757bb96c0dc20_p002,ae4757bb96c0dc20,EVT_00110,hindustan_times,BJR,Procedural Fairness,Negative,urge the Centre to ensure fair representation for southern states,Centre,urge,fair representation
ae4757bb96c0dc20_p004,ae4757bb96c0dc20,EVT_00110,hindustan_times,YCP,Attack/Defence,Neutral,trigger a widespread public agitation across south India,triggered,agitation,public across south India
ae4757bb96c0dc20_p004,ae4757bb96c0dc20,EVT_00110,hindustan_times,BJP,Attack/Defence,Negative,"if the delimitation process results in reduced representation for southern states in Parliament, it would trigger a widespread public agitation across south India.",delimitation process,trigger,public agitation
ae4757bb96c0dc20_p005,ae4757bb96c0dc20,EVT_00110,hindustan_times,BRS,Governance,Negative,"has been demanding an increase in the number of assembly and Lok Sabha seats as promised in the AP Reorganisation Act, 2014.",Congress,demanding,more seats
ae4757bb96c0dc20_p006,ae4757bb96c0dc20,EVT_00110,hindustan_times,KTSSR,Victimhood,Negative,would not tolerate any attempt to suppress their voice and representation,would not tolerate,action against,their voice and representation
ae4757bb96c0dc20_p011,ae4757bb96c0dc20,EVT_00110,hindustan_times,Reddy,Procedural Fairness,Positive,"""Any changes to constituency boundaries should be carried out in a manner that does not inconvenience local populations,"" said Reddy, adding that a scientific and systematic resolution of public grievances was necessary.",Reddy,stated,fair procedures
ae4757bb96c0dc20_p011,ae4757bb96c0dc20,EVT_00110,hindustan_times,YCP,Procedural Fairness,Positive,"""The YSRCP urged the Centre to take into account public concerns and objections that may arise during the delimitation exercise. """,YCP,urged,Centre to consider public concerns
c0c30a245169d134_p004,c0c30a245169d134,EVT_00110,india_today,AAP,Attack/Defence,Negative,"launched a strong attack, saying the exercise was not a routine democratic step but a targeted action against certain states.",AAP,launched attack,exercise
c0c30a245169d134_p004,c0c30a245169d134,EVT_00110,india_today,Malvinder Singh Kang,Attack/Defence,Positive,"Punjab AAP MP Malvinder Singh Kang launched a strong attack, saying the exercise was not a routine democratic step but a targeted action against certain states.",Punjab AAP MP Malvinder Singh Kang,attack,exercise
c0c30a245169d134_p010,c0c30a245169d134,EVT_00110,india_today,AAP,Attack/Defence,Negative,The AAP leader said the proposed changes risk weakening the federal structure of the country.,AAP leader,said,proposed changes weaken federal structure
8ce738470035c289_p001,8ce738470035c289,EVT_00067,theprint,Amit Shah,Attack/Defence,Negative,BJP chief Amit Shah,BJP,attacked,Amit Shah
8ce738470035c289_p001,8ce738470035c289,EVT_00067,theprint,Rahul Gandhi,Attack/Defence,Positive,a lot of catching up to do when compared to BJP chief Amit Shah.,Congress,defended,Rahul Gandhi
da935e9808d3e636_p001,da935e9808d3e636,EVT_00043,theprint,Nitish Kumar,Governance,Negative,His elevation marks the end of an era dominated by Nitish Kumar's 'sushasan',elevation,marks,end of era dominated by Nitish Kumar's 'sushasan'
da935e9808d3e636_p002,da935e9808d3e636,EVT_00043,theprint,Bihar,Governance,Negative,state still lags behind on key human indicators.,Bihar,lag,human indicators
